chr	start	end	cid	pid	abundance	methylpat
1	757120	757351	1	11	0.053	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:M,93:M,106:M,134:M,143:M,148:M,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	12	0.053	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:U,134:M,143:M,148:M,155:M,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	13	0.052	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:M,93:M,106:M,134:U,143:U,148:U,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	14	0.047	4:U,7:U,8:U,10:U,17:U,19:U,33:M,37:M,38:M,43:M,50:M,51:M,53:M,54:M,65:M,67:M,68:M,84:M,93:M,106:M,134:U,143:M,148:M,155:M,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	15	0.042	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:M,134:U,143:U,148:U,155:U,157:U,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	16	0.031	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:M,37:M,38:M,43:M,50:M,51:M,53:M,54:M,65:U,67:U,68:U,84:U,93:U,106:M,134:U,143:U,148:U,155:U,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	17	0.031	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:U,134:M,143:M,148:U,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	18	0.029	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:U,134:M,143:M,148:M,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	19	0.028	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:M,134:M,143:U,148:U,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	20	0.025	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:M,93:M,106:M,134:M,143:M,148:U,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	21	0.024	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:U,106:U,134:M,143:M,148:M,155:M,157:M,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	22	0.017	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:M,93:M,106:U,134:U,143:U,148:U,155:U,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	23	0.014	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:M,106:M,134:U,143:U,148:U,155:U,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	24	0.013	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:U,93:U,106:U,134:M,143:M,148:M,155:M,157:U,162:U,163:U,165:U,171:U,175:U,177:U,178:U,183:U,186:U,188:U,190:U,197:U,201:U,213:U,218:U,222:U,225:U,228:U
1	757120	757351	1	25	0.011	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:U,67:U,68:U,84:U,93:M,106:M,134:U,143:U,148:U,155:U,157:U,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	26	0.008	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:M,37:M,38:M,43:M,50:M,51:M,53:M,54:M,65:U,67:U,68:U,84:U,93:U,106:M,134:U,143:M,148:M,155:M,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	27	0.008	1:M,4:M,7:M,8:M,10:M,17:M,19:M,33:M,37:M,38:M,43:M,50:M,51:M,53:M,54:M,65:U,67:U,68:U,84:U,93:U,106:M,134:U,143:U,148:U,155:M,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
1	757120	757351	1	28	0.007	4:U,7:U,8:U,10:U,17:U,19:U,33:U,37:U,38:U,43:U,50:U,51:U,53:U,54:U,65:M,67:M,68:M,84:U,93:M,106:M,134:U,143:U,148:U,155:M,157:M,162:M,163:M,165:M,171:M,175:M,177:M,178:M,183:M,186:M,188:M,190:M,197:M,201:M,213:M,218:M,222:M,225:M,228:M
