chr	start	end	cid	npatterns	total_coverage	total_flow
13	20805460	20805541	93	1	1	0.0125
13	20805543	20805742	94	10	224	0.125839
13	20805770	20805853	95	4	237	0.914219
13	20806066	20806147	96	1	1	0.0125
13	20806170	20806251	97	1	1	0.0125
13	20924957	20925157	98	4	191	0.582583
13	20961913	20961997	99	4	145	0.834566
13	20962031	20962117	100	1	111	0.647059
13	20982436	20982517	101	1	1	0.0125
13	20982530	20982611	102	1	2	0.025
13	21100076	21100157	103	1	1	0.0125
13	21100194	21100275	104	1	2	0.025
13	21281492	21281574	105	1	7	0.111111
13	21290995	21291080	106	8	1961	2.221
13	21291112	21291205	107	20	1857	8.58665
13	21293242	21293323	108	1	1	0.0125
13	21356261	21356343	109	1	6	0.0833333
13	21356380	21356461	110	1	6	0.075
13	21499009	21499095	111	1	130	1.23529
13	21499125	21499211	112	1	190	0.794118
13	21514161	21514243	113	1	33	0.419753
13	21514279	21514361	114	4	44	0.536605
13	21688261	21688342	115	1	1	0.0125
13	21698256	21698330	116	2	2	0.0273973
13	21698374	21698455	117	2	10	0.125
13	21721764	21721846	118	2	65	0.766049
13	21721871	21721963	119	2	76	0.484757
13	21808667	21808748	120	2	4	0.05
13	21808770	21808851	121	1	3	0.0375
13	21808887	21808968	122	2	12	0.15
13	21866054	21866136	123	2	140	2.41524
13	21866173	21866255	124	5	144	1.17396
13	21872552	21872817	125	8	581	1.10238
13	21896583	21896664	126	1	6	0.075
13	21897752	21897834	127	1	11	0.111111
13	21902434	21902527	128	1	11	0.122283
13	21902551	21902633	129	3	16	0.175582
13	22143069	22143150	130	1	5	0.0625
13	22143186	22143268	131	2	7	0.102418
13	22242922	22243004	132	1	9	0.12963
13	22243040	22243122	133	2	13	0.139099
13	22250914	22250995	134	1	4	0.05
13	22251031	22251112	135	1	4	0.05
13	22468342	22468425	136	8	197	0.798932
13	22468460	22468542	137	4	246	2.67174
13	22520316	22520398	138	2	14	0.157527
13	22520435	22520516	139	1	6	0.075
13	22540318	22540399	140	1	3	0.0375
13	22578880	22578961	141	1	1	0.0125
13	22684945	22685027	142	1	24	0.37037
13	22685064	22685145	143	2	18	0.225
13	22686337	22686419	144	8	198	3.60337
13	22686454	22686537	145	1	158	1.09756
13	22694784	22694867	146	2	86	0.903449
13	22694904	22694985	147	4	84	1.05
13	22695415	22695496	148	1	3	0.0375
13	22695533	22695614	149	1	3	0.0375
13	22695679	22695954	150	4	1506	0.51613
13	22772185	22772267	151	4	121	1.84251
13	22772301	22772384	152	2	90	0.491227
13	22806390	22806471	153	1	1	0.0125
13	22809252	22809334	154	2	75	1.45062
13	22809370	22809453	155	1	107	1.95122
13	23411791	23411874	156	2	34	0.149965
13	23412264	23412345	157	1	1	0.0125
13	23412377	23412459	158	2	4	0.0594444
13	23522647	23522734	159	1	2	0.0261628
13	23733407	23733481	160	1	1	0.0136986
13	23733525	23733606	161	1	3	0.0375
13	23734876	23734958	162	1	5	0.0740741
13	23734995	23735076	163	1	6	0.075
13	23784880	23784955	164	2	6	0.109717
13	23784999	23785136	165	2	25	0.228606
13	23785172	23785254	166	2	18	0.258333
13	23785293	23785375	167	3	28	0.351917
13	23785411	23785493	168	1	21	0.231481
13	23785707	23785788	169	1	1	0.0125
13	23819247	23819331	170	2	10	0.0490562
13	23864880	23864962	171	1	6	0.0833333
13	23864998	23865079	172	1	4	0.05
13	23874025	23874106	173	2	61	1.45
13	23874142	23874225	174	1	75	0.146341
13	23874244	23874325	175	2	11	0.1375
13	23874362	23874444	176	2	17	0.216912
13	23874498	23874579	177	1	4	0.05
13	23874616	23874710	178	1	15	0.177419
13	23874748	23874829	179	1	2	0.025
13	24023858	24023940	180	2	130	1.79012
13	24023977	24024058	181	3	136	1.7
13	24040661	24040774	182	2	37	0.446754
13	24040809	24040892	183	2	39	0.366175
13	24128185	24128268	184	3	347	0.397993
13	24128302	24128385	185	1	228	1.60976
13	24135001	24135082	186	1	2	0.025
13	24152808	24153087	187	1	68	0.217626
13	24270104	24270185	188	2	2	0.0261986
13	24270223	24270304	189	2	5	0.0625
13	24278946	24279029	190	3	17	0.229982
13	24279068	24279162	191	2	19	0.204699
13	24279571	24279653	192	1	5	0.0555556
13	24279689	24279771	193	1	8	0.111111
13	24380996	24381077	194	2	32	0.4
13	24381114	24381196	195	2	32	0.444252
13	24415307	24415389	196	1	15	0.185185
13	24415425	24415507	197	4	18	0.224501
13	24442807	24442889	198	2	15	0.20598
13	24442925	24443007	199	2	10	0.127421
13	24445310	24445392	200	3	108	1.78417
13	24445428	24445510	201	1	116	1.30556
13	24463105	24463187	202	3	376	2.43843
13	24463222	24463305	203	6	420	2.58694
13	24476554	24476812	204	1	396	0.123737
13	24476914	24476997	205	2	136	3.20736
13	24477031	24477115	206	1	592	5.99398
13	24477272	24477355	207	14	416	4.98401
13	24477389	24477472	208	15	310	0.970511
13	24478617	24478699	209	1	23	0.388889
13	24478735	24478816	210	1	2	0.025
13	24478854	24478935	211	1	3	0.0375
13	24694160	24694242	212	2	11	0.104424
13	24694279	24694360	213	2	8	0.1
13	24723056	24723137	214	1	8	0.1
13	24723173	24723255	215	2	5	0.065625
13	24789335	24789416	216	2	12	0.15
13	24789453	24789535	217	1	10	0.12963
13	24797965	24798050	218	4	159	1.41517
13	24798081	24798164	219	9	165	1.49392
13	24798173	24798260	220	9	54	0.467242
13	24798291	24798373	221	6	43	0.521107
13	24800984	24801066	222	2	61	0.789866
13	24801083	24801184	223	2	79	0.171322
13	24808486	24808567	224	0	3	0
13	24808604	24808685	225	1	2	0.025
13	24845512	24845594	226	1	19	0.231481
13	24845631	24845712	227	1	10	0.125
13	24845857	24845939	228	3	81	1.00387
13	24845975	24846057	229	1	90	1.19444
13	24846122	24846204	230	1	5	0.0648148
13	24846206	24846287	231	1	8	0.1
13	24846325	24846406	232	1	7	0.0875
13	24882906	24882988	233	1	34	0.37963
13	24883022	24883115	234	1	39	0.347826
13	24883815	24883897	235	1	26	0.259259
13	24945016	24945097	236	1	1	0.0125
13	25085331	25085594	237	9	426	0.502237
13	25085631	25085766	238	1	21	0.134328
13	25085798	25085884	239	1	24	0.329412
13	25085916	25086047	240	1	222	0.269231
13	25086082	25086170	241	2	164	2.10329
13	25086207	25086315	242	1	74	0.338785
13	25086351	25086445	243	2	77	0.603898
13	25086482	25086563	244	1	29	0.3625
13	25086598	25086679	245	1	2	0.025
13	25100692	25100774	246	2	17	0.213124
13	25100810	25100892	247	1	17	0.222222
13	25185207	25185288	248	1	13	0.1625
13	25185323	25185408	249	1	201	1.5
13	25227297	25227378	250	1	1	0.0125
13	25259871	25259952	251	1	1	0.0125
13	25262305	25262386	252	1	1	0.0125
13	25262423	25262504	253	2	4	0.0698202
13	25263916	25263998	254	2	7	0.06875
13	25264033	25264116	255	3	7	0.084375
13	25264152	25264233	256	1	4	0.05
13	25264242	25264351	257	1	3	0.0277778
13	25265473	25265555	258	2	16	0.27284
13	25265590	25265673	259	2	18	0.194634
13	25265719	25265800	260	1	2	0.025
13	25268897	25268980	261	1	12	0.20122
13	25269015	25269096	262	2	14	0.175
13	25272105	25272186	263	2	7	0.0875
13	25272204	25272285	264	1	5	0.0625
13	25283482	25283556	265	1	1	0.0136986
13	25283600	25283681	266	1	3	0.0375
13	25283948	25284023	267	1	2	0.0304054
13	25284066	25284148	268	2	14	0.232126
13	25284240	25284322	269	2	30	0.385855
13	25284358	25284440	270	1	45	0.666667
13	25316862	25316946	271	2	246	0.734256
13	25316980	25317062	272	2	290	3.04136
13	25317372	25317507	273	2	52	0.271164
13	25317506	25317589	274	2	43	0.326243
13	25317897	25317980	275	2	198	0.736602
13	25318013	25318097	276	2	167	1.04148
13	25319868	25319951	277	34	183	7.74676
13	25319985	25320103	278	11	222	0.853539
13	25320161	25320242	279	1	1	0.0125
13	25320890	25320972	280	2	21	0.345833
13	25321008	25321090	281	1	39	0.685185
13	25321762	25321844	282	3	15	0.0500432
13	25337795	25337876	283	2	6	0.05
13	25337913	25337994	284	2	4	0.05
13	25338001	25338083	285	2	44	0.464689
13	25338118	25338201	286	11	44	0.405113
13	25338237	25338318	287	2	11	0.025
13	25338355	25338437	288	1	10	0.138889
13	25497028	25497301	289	2	110	0.272222
13	25535723	25535804	290	1	1	0.0125
13	25535835	25535923	291	2	110	0.30646
13	25592253	25592337	292	3	20	0.212842
13	25592592	25592675	293	1	3	0.0365854
13	25634879	25634960	294	1	1	0.0125
13	25634998	25635079	295	1	3	0.0375
13	25668379	25668460	296	1	2	0.025
13	25668497	25668578	297	1	5	0.0625
13	25670822	25670904	298	3	8	0.125
13	25670932	25671015	299	1	14	0.195122
13	25672049	25672130	300	1	2	0.025
13	25672316	25672398	301	2	84	1.41975
13	25672435	25672516	302	2	76	0.95
13	25710101	25710182	303	1	15	0.1875
13	25710215	25710297	304	2	13	0.12999
13	25710980	25711061	305	1	6	0.075
13	25711082	25711180	306	1	12	0.103093
13	25711200	25711282	307	4	9	0.116832
13	25729598	25729680	308	1	174	3.2037
13	25729715	25729798	309	2	205	0.986404
13	25743621	25743909	310	18	4092	3.76916
13	25743943	25744038	311	7	316	1.16189
13	25744072	25744159	312	8	79	1.41348
13	25744195	25744299	313	5	58	0.189552
13	25744336	25744468	314	3	28	0.129349
13	25744485	25744583	315	3	6	0.0475945
13	25745826	25745907	316	8	54	1.3024
13	25745943	25746026	317	9	47	0.379322
13	25746096	25746177	318	4	23	0.2875
13	25746208	25746296	319	1	29	0.37069
13	25746326	25746442	320	2	23	0.186343
13	25746477	25746604	321	4	28	0.111422
13	25746640	25746722	322	2	16	0.230453
13	25747148	25747232	323	1	20	0.385542
13	25747241	25747348	324	1	74	0.185185
13	25747358	25747441	325	4	56	0.288745
13	25747491	25747572	326	1	21	0.2625
13	25747592	25747691	327	2	40	0.389267
13	25747709	25747792	328	1	13	0.146341
13	25747825	25747907	329	1	4	0.0555556
13	25747941	25748023	330	2	4	0.05625
13	25748484	25748566	331	1	10	0.0987654
13	25748602	25748684	332	1	9	0.111111
13	25749739	25749822	333	1	170	2.2561
13	25749844	25749939	334	6	221	0.600889
13	25750012	25750096	335	1	61	1.3494
13	25750130	25750212	336	3	69	1.09684
13	25754865	25754946	337	0	2	0
13	25754983	25755064	338	1	1	0.0125
13	25755363	25755479	339	1	15	0.173913
13	25755480	25755563	340	2	15	0.147546
13	25800180	25800262	341	4	33	0.43867
13	25800297	25800380	342	1	36	0.365854
13	25857150	25857231	343	1	1	0.0125
13	25860616	25860697	344	1	3	0.0375
13	25860741	25860815	345	1	1	0.0136986
13	25860855	25860939	346	2	70	1.04382
13	25860973	25861055	347	1	66	0.805556
13	25861078	25861159	348	1	1	0.0125
13	25861483	25861564	349	1	1	0.0125
13	25961427	25961511	350	8	565	6.94173
13	25961545	25961628	351	2	683	1.03313
13	25995358	25995439	352	1	2	0.025
13	26002420	26002502	353	1	10	0.148148
13	26002538	26002620	354	1	12	0.185185
13	26002708	26002790	355	1	2	0.0277778
13	26002827	26002908	356	1	4	0.05
13	26028020	26028104	357	1	121	1.59036
13	26028139	26028222	358	2	152	1.15003
13	26064200	26064281	359	1	1	0.0125
13	26064462	26064543	360	1	1	0.0125
13	26112720	26112801	361	1	3	0.0375
13	26130825	26130906	362	1	2	0.025
13	26207582	26207665	363	7	96	2.4358
13	26207690	26207782	364	1	111	0.153846
13	26233145	26233226	365	1	35	0.4375
13	26233264	26233345	366	6	26	0.325
13	26261297	26261378	367	1	8	0.1
13	26262595	26262677	368	1	6	0.0740741
13	26262714	26262795	369	2	11	0.1375
13	26262843	26262924	370	2	14	0.3
13	26262960	26263041	371	2	11	0.1375
13	26320771	26320852	372	1	2	0.025
13	26320889	26320970	373	1	4	0.05
13	26321040	26321121	374	1	2	0.025
13	26321158	26321239	375	1	2	0.025
13	26519136	26519219	376	1	4	0.054878
13	26519255	26519336	377	2	4	0.05
13	26519524	26519605	378	1	2	0.025
13	26526256	26526339	379	2	321	2.24914
13	26526374	26526456	380	3	14	0.139868
13	26534919	26535000	381	0	2	0
13	26535038	26535119	382	2	9	0.1125
13	26535586	26535668	383	2	30	0.329218
13	26535703	26535786	384	2	38	0.151231
13	26542061	26542145	385	2	176	1.78205
13	26542179	26542261	386	4	171	2.39506
13	26542303	26542386	387	1	262	0.804878
13	26542421	26542504	388	8	231	2.12902
13	26542718	26542799	389	1	1	0.0125
13	26547180	26547262	390	2	2	0.029024
13	26547298	26547381	391	2	12	0.167944
13	26547418	26547499	392	1	6	0.075
13	26547540	26547623	393	2	109	0.202838
13	26547658	26547740	394	8	150	1.88298
13	26558791	26558873	395	2	11	0.0773534
13	26558909	26558991	396	2	18	0.205247
13	26559055	26559138	397	2	328	0.256043
13	26559174	26559324	398	6	439	0.42963
13	26559360	26559442	399	1	79	1.08333
13	26562272	26562355	400	2	100	0.947107
13	26562390	26562473	401	4	97	0.597842
13	26795368	26795449	402	3	23	0.175
13	26795487	26795633	403	1	39	0.110345
13	26795670	26795774	404	2	17	0.223225
13	26795811	26795892	405	1	4	0.05
13	26796369	26796452	406	1	7	0.097561
13	26796488	26796570	407	1	14	0.240741
13	26827934	26828015	408	3	18	0.225
13	26828051	26828133	409	1	20	0.287037
13	27272780	27272868	410	4	418	1.35218
13	27272874	27272984	411	7	1184	1.01875
13	27272992	27273074	412	4	625	9.76669
13	27295594	27295675	413	1	1	0.0125
13	27333838	27333923	414	32	2647	46.6097
13	27333950	27334039	415	2	2725	0.345082
13	27334067	27334185	416	1	84	0.153846
13	27334220	27334381	417	4	80	0.296711
13	27334419	27334500	418	1	4	0.05
13	27335296	27335378	419	3	36	0.563133
13	27335414	27335496	420	1	34	0.518519
13	27393313	27393398	421	1	467	1.45833
13	27393430	27393513	422	4	476	1.47192
13	27408946	27409027	423	1	2	0.025
13	27409065	27409146	424	2	3	0.0375
13	27447066	27447148	425	2	42	0.108295
13	27447184	27447266	426	3	42	0.542444
13	27504462	27504552	427	3	86	0.325
13	27504588	27504670	428	4	99	1.06695
13	27540088	27540170	429	1	14	0.175926
13	27540205	27540288	430	3	16	0.117243
13	27540462	27540543	431	0	11	0
13	27540579	27540660	432	3	8	0.1
13	27617310	27617392	433	1	59	0.0740741
13	27617429	27617510	434	7	42	0.56938
13	27626715	27626797	435	1	7	0.101852
13	27626834	27626915	436	1	3	0.0375
13	27627034	27627115	437	1	1	0.0125
13	27687693	27687775	438	2	18	0.386767
13	27687811	27687893	439	2	17	0.23231
13	27750686	27750768	440	1	65	0.953704
13	27750788	27750886	441	3	52	0.654348
13	27750986	27751060	442	1	1	0.0136986
13	27751104	27751185	443	1	3	0.0375
13	27826197	27826280	444	1	13	0.219512
13	27826316	27826397	445	1	8	0.1
13	27845170	27845252	446	5	62	0.949493
13	27845287	27845373	447	2	80	0.98218
13	27909206	27909288	448	2	74	1.14186
13	27909324	27909405	449	1	67	0.8375
13	27909677	27909761	450	4	225	3.60083
13	27909794	27909877	451	2	202	1.86696
13	27936200	27936282	452	1	10	0.148148
13	27936318	27936400	453	2	21	0.264547
13	27954172	27954253	454	4	28	0.675
13	27954290	27954372	455	1	30	0.296296
13	27955626	27955904	456	6	45	0.0875
13	27978146	27978227	457	1	3	0.0375
13	27999798	27999879	458	2	6	0.1
13	27999917	28000048	459	1	7	0.0615385
13	28000084	28000172	460	1	7	0.112069
13	28000210	28000291	461	1	2	0.025
13	28023276	28023357	462	3	17	0.0773973
13	28023395	28023476	463	7	23	0.2875
13	28023554	28023793	464	2	336	0.262648
13	28023795	28023876	465	1	1	0.0125
13	28023913	28023994	466	1	2	0.025
13	28107350	28107433	467	9	361	4.24758
13	28107467	28107551	468	10	310	1.32744
13	28144144	28144227	469	1	682	6.87805
13	28144229	28144344	470	1	614	0.473684
13	28144347	28144429	471	2	27	0.3343
13	28194171	28194252	472	1	4	0.05
13	28197138	28197220	473	4	33	0.414486
13	28197253	28197338	474	1	41	0.142857
13	28208330	28208413	475	1	661	8.73171
13	28208448	28208531	476	2	562	3.83972
13	28350385	28350493	477	13	356	0.518783
13	28350500	28350585	478	1	350	2.71429
13	28361630	28361711	479	1	1	0.0125
13	28361749	28361830	480	1	2	0.025
13	28362786	28362868	481	1	8	0.111111
13	28362888	28362985	482	2	12	0.126953
13	28366086	28366168	483	3	17	0.516662
13	28366205	28366286	484	3	9	0.1125
13	28366516	28366599	485	7	327	0.693749
13	28366619	28366716	486	20	366	0.719011
13	28368351	28368432	487	1	1	0.0125
13	28368431	28368514	488	6	36	0.668068
13	28368535	28368631	489	1	11	0.0842105
13	28370723	28370988	490	6	76	0.226822
13	28371122	28371204	491	2	34	0.41712
13	28371224	28371322	492	4	47	0.267473
13	28371343	28371425	493	2	29	0.358488
13	28371466	28371547	494	6	27	0.226199
13	28371583	28371666	495	5	43	0.664471
13	28380643	28380733	496	6	25	0.575
13	28380762	28380843	497	1	16	0.2
13	28380968	28381049	498	1	2	0.025
13	28384223	28384307	499	2	279	2.58097
13	28384337	28384424	500	4	245	1.14254
13	28395921	28396005	501	2	319	2.57476
13	28396040	28396124	502	8	346	1.30012
13	28400677	28400760	503	2	293	0.405793
13	28400796	28400878	504	3	373	1.56321
13	28438417	28438498	505	1	1	0.0125
13	28492582	28492668	506	4	260	1.51992
13	28492703	28492789	507	2	203	0.9868
13	28493171	28493441	508	5	19	0.0520604
13	28493985	28494067	509	2	73	0.918796
13	28494103	28494185	510	5	20	0.32736
13	28495771	28495845	511	1	1	0.0136986
13	28495888	28495969	512	1	1	0.0125
13	28496628	28496709	513	1	6	0.075
13	28496747	28496828	514	2	6	0.075
13	28498358	28498440	515	12	31	0.39343
13	28498476	28498558	516	7	47	0.908903
13	28527067	28527331	517	11	271	0.279759
13	28527354	28527456	518	1	5	0.039604
13	28527697	28527814	519	1	9	0.0344828
13	28527816	28527897	520	1	4	0.05
13	28533642	28533723	521	2	9	0.1125
13	28533760	28533842	522	2	7	0.1125
13	28539685	28539768	523	2	38	0.236776
13	28539803	28539885	524	2	28	0.366345
13	28541446	28541528	525	5	112	0.737519
13	28541563	28541705	526	2	100	0.05
13	28542054	28542136	527	3	58	0.685865
13	28542161	28542254	528	2	31	0.306209
13	28546497	28546578	529	1	1	0.0125
13	28549680	28549880	530	5	39	0.195499
13	28550071	28550153	531	6	24	0.280965
13	28550189	28550297	532	2	6	0.0496914
13	28553746	28553827	533	1	4	0.05
13	28553865	28554183	534	5	141	0.345305
13	28563745	28563826	535	1	1	0.0125
13	28563863	28563944	536	1	2	0.025
13	28572165	28572247	537	12	215	5.65077
13	28572282	28572365	538	2	218	0.410915
13	28585767	28585841	539	1	1	0.0136986
13	28601936	28602017	540	3	14	0.075
13	28602054	28602135	541	1	12	0.15
13	28602306	28602405	542	4	18	0.0834694
13	28602442	28602524	543	2	20	0.241427
13	28608200	28608281	544	1	16	0.2
13	28608303	28608400	545	1	15	0.247396
13	28608421	28608502	546	1	1	0.0125
13	28623406	28623487	547	1	2	0.025
13	28623532	28623606	548	1	2	0.0273973
13	28629830	28629912	549	1	33	0.0246914
13	28629948	28630030	550	4	30	0.282848
13	28630073	28630155	551	1	14	0.185185
13	28630192	28630273	552	1	12	0.15
13	28985851	28985932	553	2	6	0.075
13	28985960	28986041	554	1	2	0.025
13	28986077	28986159	555	2	27	0.154321
13	28986194	28986277	556	1	8	0.0731707
13	29003506	29003587	557	1	2	0.025
13	29004100	29004184	558	2	110	2.23085
13	29004218	29004300	559	9	116	1.10656
13	29011841	29011923	560	2	2	0.028125
13	29011960	29012041	561	1	2	0.025
13	29012747	29012828	562	1	43	0.5375
13	29012862	29012946	563	2	48	0.219704
13	29013070	29013154	564	2	106	0.847876
13	29013187	29013271	565	2	143	1.57738
13	29013307	29013388	566	7	35	0.144709
13	29066463	29066574	567	1	4	0.0409091
13	29066581	29066662	568	1	8	0.1
13	29066796	29066877	569	3	27	0.1875
13	29066913	29066995	570	2	22	0.26749
13	29132646	29132747	571	4	56	1.09594
13	29132763	29132846	572	2	46	0.441353
13	29137070	29137151	573	1	2	0.025
13	29232014	29232096	574	2	46	0.23206
13	29232131	29232214	575	2	46	0.204435
13	29233001	29233082	576	1	1	0.0125
13	29233120	29233201	577	1	1	0.0125
13	29438709	29438790	578	0	5	0
13	29438828	29438910	579	1	9	0.157407
13	29598630	29598711	580	1	6	0.075
13	29598870	29598952	581	3	93	3.00061
13	29598988	29599070	582	2	114	1.12753
13	29599293	29599376	583	2	68	0.421201
13	29599411	29599494	584	5	68	0.259072
13	29599686	29599770	585	2	146	3.02507
13	29599797	29599887	586	1	73	0.702247
13	29637896	29637978	587	1	18	0.314815
13	29638011	29638158	588	1	30	0.05
13	29702338	29702419	589	1	6	0.075
13	29702464	29702538	590	1	3	0.0410959
13	29717084	29717167	591	1	40	0.701219
13	29717184	29717284	592	4	33	0.14372
13	29733056	29733140	593	2	83	1.25347
13	29733174	29733256	594	4	100	0.668102
13	29826261	29826342	595	1	2	0.025
13	29855690	29855772	596	2	90	1.83642
13	29855808	29855890	597	2	94	1.37968
13	29892617	29892700	598	1	210	2.09756
13	29892739	29892813	599	1	2	0.0273973
13	29995338	29995422	600	2	350	3.74094
13	29995456	29995539	601	1	344	0.439024
13	30003058	30003140	602	3	8	0.0947489
13	30003176	30003257	603	1	6	0.075
13	30013725	30013806	604	1	1	0.0125
13	30014267	30014348	605	1	2	0.025
13	30014385	30014467	606	1	6	0.0925926
13	30014498	30014579	607	2	34	0.425
13	30014616	30014761	608	3	491	0.30625
13	30014795	30014890	609	2	457	0.40619
13	30064775	30064859	610	5	49	0.468136
13	30064894	30064976	611	3	55	0.878323
13	30084500	30084592	612	2	70	0.460173
13	30084627	30084885	613	7	384	1.13593
13	30084905	30084986	614	1	52	0.65
13	30141427	30141511	615	1	19	0.271084
13	30141547	30141630	616	2	79	1.47142
13	30141667	30141748	617	3	34	0.425
13	30141787	30141869	618	2	18	0.263002
13	30141905	30141987	619	1	11	0.148148
13	30157508	30157590	620	1	4	0.0648148
13	30347334	30347415	621	1	15	0.1875
13	30347451	30347534	622	1	10	0.10061
13	30421056	30421130	623	1	1	0.0136986
13	30421175	30421256	624	1	4	0.05
13	30421368	30421450	625	2	13	0.176631
13	30421486	30421567	626	1	9	0.1125
13	30421626	30421707	627	1	2	0.025
13	30421731	30421872	628	2	5	0.025
13	30421908	30422062	629	2	21	0.156383
13	30422086	30422167	630	1	29	0.3625
13	30423811	30423892	631	1	2	0.025
13	30498326	30498408	632	1	15	0.175926
13	30498445	30498526	633	1	3	0.0375
13	30535464	30535545	634	1	2	0.025
13	30535581	30535662	635	1	1	0.0125
13	30686681	30686762	636	0	3	0
13	30686798	30686880	637	1	4	0.0555556
13	30687143	30687277	638	2	72	0.111855
13	30687314	30687395	639	1	70	0.875
13	30689408	30689490	640	1	142	2.34259
13	30689492	30689608	641	23	389	1.12468
13	30689610	30689713	642	2	194	2.70907
13	30880963	30881045	643	1	23	0.398148
13	30881080	30881165	644	1	19	0.142857
13	30945801	30945883	645	2	33	0.519383
13	30945919	30946001	646	2	20	0.222569
13	30946040	30946123	647	2	115	1.68783
13	30946156	30946241	648	6	122	0.692548
13	30946280	30946361	649	3	15	0.25
13	30946397	30946479	650	2	19	0.185785
13	30982383	30982490	651	4	90	0.188518
13	30982523	30982608	652	2	126	1.1474
13	30995298	30995383	653	17	211	0.847576
13	30995416	30995498	654	2	239	2.33658
13	31018302	31018384	655	1	10	0.157407
13	31018419	31018502	656	6	36	0.448295
13	31018536	31018619	657	1	25	0.292683
13	31020014	31020101	658	22	444	3.26869
13	31020131	31020215	659	9	482	3.6854
13	31020593	31020674	660	3	21	0.075
13	31020712	31020793	661	1	18	0.225
13	31038316	31038397	662	1	8	0.1
13	31038434	31038516	663	1	8	0.12037
13	31040647	31040925	664	1	114	0.0918367
13	31040959	31041041	665	2	8	0.0517875
13	31041173	31041255	666	2	105	1.42605
13	31041291	31041373	667	2	91	1.07207
