chr	pos	Cov	Meth
1	758755	22	4
1	758757	22	4
1	758759	22	4
1	758769	20	4
1	758773	20	3
1	758775	20	3
1	758777	18	3
1	758780	18	3
1	758789	17	3
1	758806	17	3
1	758807	17	3
1	758809	17	3
1	758811	17	3
1	758819	18	4
1	758820	18	4
1	758829	14	4
1	758835	15	3
1	758836	15	3
1	758840	16	3
1	758853	18	18
1	758855	19	19
1	758861	21	21
1	758870	18	18
1	758871	18	18
1	758873	18	18
1	758877	18	18
1	758879	18	18
1	758880	18	18
1	758886	18	18
1	758892	18	18
1	758893	18	18
1	758895	19	19
1	758898	20	20
1	758899	20	20
1	758900	19	19
1	758903	21	21
1	758910	21	21
1	758916	18	18
1	758919	17	17
1	758920	17	17
1	758922	17	17
1	758923	17	17
1	758933	18	18
1	758934	18	18
1	758953	25	0
1	758955	25	0
1	758956	24	0
1	758957	24	0
1	758958	24	0
1	758966	24	0
1	758971	27	0
1	758981	24	0
1	758982	24	0
1	758995	23	23
1	759002	21	21
1	759004	21	21
1	759005	19	19
1	759018	16	4
1	759023	13	3
1	759027	14	3
1	759030	14	3
1	759036	16	4
1	759043	14	5
1	759057	23	0
1	759061	22	0
1	759063	22	0
1	759064	22	0
1	759072	26	0
1	759084	30	21
1	759086	30	21
1	759087	31	21
1	759090	30	20
1	759093	30	20
1	759101	27	17
1	759102	28	18
1	759122	24	5
1	759124	23	4
1	759127	24	4
1	759133	27	6
1	759134	27	6
1	759153	28	26
1	759155	25	24
1	759196	21	7
1	759203	19	5
1	759206	18	4
1	759217	17	12
1	759222	15	11
1	759226	16	11
1	759227	15	10
1	759228	15	10
1	759229	15	10
1	759231	14	9
1	759247	13	4
1	759249	13	4
1	759254	16	5
1	759259	17	5
1	759263	17	5
1	759265	19	5
1	759268	20	5
1	759269	20	5
1	759274	19	5
1	759278	18	4
1	759279	18	4
1	759281	18	4
1	759285	18	4
1	759291	19	5
1	759299	17	4
1	759300	17	4
1	759307	19	6
1	759308	19	6
1	759320	20	16
1	759339	14	0
1	759341	16	0
1	759342	17	0
1	759343	21	0
1	759345	21	0
1	759347	21	0
1	759348	22	0
1	759353	21	0
1	759359	21	0
1	759365	21	0
1	759371	22	0
1	759372	22	0
1	759377	20	0
1	759378	20	0
1	759381	21	0
1	759386	21	0
1	759390	21	0
1	759394	21	0
1	759395	21	0
1	759400	23	0
1	759402	23	0
1	759406	23	0
1	759416	20	3
1	759420	19	2
1	759426	19	2
1	759430	18	2
1	759435	18	2
1	759437	18	2
1	759440	18	3
1	759442	18	3
1	759445	20	3
1	759446	19	3
1	759453	20	3
1	759455	19	3
1	759461	23	3
1	759465	23	3
1	759466	24	3
1	759468	24	3
1	759472	27	3
1	759473	27	3
1	759476	25	3
1	759485	24	2
1	759488	23	1
1	759494	26	1
1	759497	27	1
1	759501	26	1
1	759502	26	1
1	759510	28	0
1	759517	27	0
1	759520	29	1
1	759523	28	1
1	759524	28	1
1	759530	25	2
1	759534	25	2
1	759539	25	3
1	759540	24	3
1	759549	25	4
1	759555	22	4
1	759559	24	4
1	759562	23	4
1	759565	21	4
1	759568	22	4
1	759575	25	6
1	759576	25	6
1	759580	24	6
1	759581	24	6
1	759582	25	6
1	759586	25	6
1	759598	23	23
1	759600	23	23
1	759601	23	23
1	759604	22	22
1	759606	23	23
1	759609	23	23
1	759625	20	20
1	759633	20	20
1	759634	21	21
1	759641	21	21
1	759647	15	15
1	759661	15	0
1	759666	12	0
1	759675	12	0
1	759676	12	0
1	759683	10	0
1	759684	10	0
1	759698	11	10
1	759711	10	3
1	759722	11	6
1	759727	11	6
1	759730	11	6
1	759736	11	6
1	759742	11	6
1	759748	12	7
1	759755	13	8
1	759762	15	9
1	759768	15	9
1	759769	15	9
1	759771	16	10
1	759773	16	11
1	759787	20	6
1	759789	21	6
1	759790	20	5
1	759791	20	5
1	759793	21	5
1	759794	22	6
1	759801	22	7
1	759803	23	7
1	759808	24	7
1	759810	24	8
1	759811	24	8
1	759813	24	8
1	759814	25	8
1	759816	25	8
1	759822	26	8
1	759825	25	7
1	759834	26	7
1	759839	27	8
1	759841	25	7
1	759844	24	7
1	759846	25	8
1	759850	24	7
1	759852	22	6
1	759854	22	7
1	759864	19	8
1	759866	19	8
1	759867	19	8
1	759869	19	8
1	759874	18	8
1	759875	18	8
1	759883	20	8
1	759884	19	8
1	759886	19	8
1	759890	17	8
1	759897	18	9
1	759906	17	7
1	759912	16	7
1	759926	17	0
1	759929	18	0
1	759930	17	0
1	759931	17	0
1	759932	17	0
1	759933	17	0
1	759936	17	0
1	759941	18	0
1	759942	17	0
1	759945	17	0
1	759951	18	0
1	759958	18	0
1	759965	15	0
1	759967	15	0
1	759968	15	0
1	759971	15	0
1	759973	16	0
1	759978	18	0
1	759979	18	0
1	759987	15	0
1	759991	15	0
1	759998	16	0
1	760002	14	0
1	760008	14	0
1	760012	14	0
1	760015	14	0
1	760029	13	4
1	760030	13	4
1	760032	15	5
1	760043	16	0
1	760047	15	0
1	760053	16	0
1	760067	14	0
1	760068	13	0
1	760078	13	0
1	760082	12	0
1	760085	12	0
1	760086	12	0
1	760088	12	0
1	760092	11	0
1	760093	11	0
1	760094	11	0
1	760098	8	0
1	760104	4	0
1	760111	2	0
