chr	start	end	cid	npatterns	total_coverage	total_flow
3	10027220	10027270	97	1	1	1
3	10027391	10027441	98	1	1	1
3	10028243	10028473	99	1	12	13
3	10028628	10028678	100	1	1	1
3	10028737	10028787	101	1	1	1
3	10029603	10029653	102	1	1	1
3	10029813	10029874	103	1	2	2.25
3	10030675	10030790	104	1	3	4
3	10030862	10030923	105	1	2	2.25
3	10031603	10031653	106	1	1	1
3	10031653	10031743	107	1	5	5
3	10031756	10031878	108	1	5	5
3	10032232	10032283	109	1	2	2.25
3	10032303	10032353	110	1	1	1
3	10032779	10032841	111	1	5	6
3	10032864	10032914	112	1	1	1
3	10032940	10033180	113	1	19	19
3	10033278	10033334	114	1	2	2.25
3	10033379	10033429	115	1	1	1
3	10033632	10033682	116	1	1	1
3	10033973	10034635	117	1	124	114
3	10034703	10034753	118	1	1	1
3	10034923	10034974	119	1	2	2.25
3	10035188	10035263	120	1	2	2.25
3	10035363	10035457	121	1	4	5
3	10036051	10036101	122	1	1	1
3	10036401	10036501	123	1	5	5
3	10036554	10036604	124	1	1	1
3	10036868	10036918	125	1	1	1
3	10037075	10037137	126	1	7	7
3	10037273	10037323	127	1	1	1
3	10037691	10037798	128	1	6	6
3	10037820	10037904	129	1	8	9
3	10038391	10038450	130	1	4	5
3	10038513	10038651	131	1	22	18
3	10038651	10038718	132	1	3	4
3	10038854	10038915	133	2	14	1.46883
3	10038968	10039030	134	1	3	4
3	10039108	10039239	135	1	7	7
3	10039265	10039315	136	1	1	1
3	10039317	10039471	137	1	6	7
3	10040495	10040545	138	1	1	1
3	10040704	10040809	139	1	5	6
3	10040998	10041074	140	1	2	2.25
3	10041308	10041510	141	1	19	18
3	10041510	10041565	142	1	2	2.25
3	10041572	10041622	143	1	1	1
3	10041667	10041729	144	1	2	2.25
3	10041746	10042062	145	13	1218	3.16001
3	10042180	10042268	146	1	3	4
3	10043000	10043050	147	1	1	1
3	10043252	10043540	148	2	18	0.107024
3	10043557	10043607	149	1	1	1
3	10043662	10043712	150	1	1	1
3	10044108	10044186	151	1	2	2.25
3	10044243	10044316	152	2	4	0.132411
3	10044321	10044371	153	1	1	1
3	10044430	10044691	154	2	17	18
3	10044702	10044852	155	1	7	8
3	10044914	10044964	156	1	1	1
3	10045014	10045064	157	1	1	1
3	10045624	10045674	158	1	1	1
3	10046119	10046169	159	1	1	1
3	10046509	10046559	160	1	1	1
3	10046738	10046788	161	1	1	1
3	10047147	10047197	162	1	1	1
3	10047374	10047435	163	1	3	4
3	10047771	10047822	164	1	2	2.25
3	10047850	10047902	165	1	2	2.25
3	10048045	10048095	166	1	1	1
3	10048401	10048484	167	1	3	4
3	10048662	10048712	168	1	1	1
3	10048925	10049022	169	2	3	0.0440039
3	10049488	10049598	170	1	13	13
3	10049605	10049666	171	1	3	4
3	10049779	10049875	172	1	2	2.25
3	10050067	10050126	173	1	2	2.25
3	10050131	10050211	174	1	4	5
3	10050522	10050716	175	1	19	20
3	10050725	10050802	176	1	2	2.25
3	10050997	10051047	177	1	1	1
3	10051157	10051207	178	1	1	1
3	10051422	10051472	179	1	1	1
3	10051770	10051874	180	1	3	4
3	10051904	10051954	181	1	1	1
3	10051984	10052034	182	1	1	1
3	10052144	10052194	183	1	1	1
3	10052265	10052383	184	1	4	5
3	10052586	10052848	185	2	18	18
3	10053080	10053130	186	1	1	1
3	10053219	10053346	187	1	8	7
3	10053389	10053439	188	1	1	1
3	10053479	10053529	189	1	1	1
3	10053544	10053618	190	1	3	4
3	10053688	10053738	191	1	1	1
3	10053937	10054023	192	1	2	2.25
3	10054024	10054246	193	1	7	8
3	10054302	10054352	194	1	1	1
3	10054530	10054586	195	2	3	4
3	10054694	10054744	196	1	1	1
3	10054835	10055143	197	3	22	0.138924
3	10055318	10055382	198	1	3	4
3	10055430	10055480	199	1	1	1
3	10055956	10056072	200	1	4	5
3	10056862	10056912	201	1	1	1
3	10057010	10057126	202	1	5	6
3	10057377	10057427	203	1	1	1
3	10057436	10057518	204	2	7	0.196429
3	10057547	10057597	205	1	1	1
3	10057609	10057935	206	1	24	0.0595238
3	10058143	10058193	207	1	1	1
3	10058521	10058751	208	2	7	8
3	10058909	10059013	209	1	3	4
3	10059225	10059275	210	1	1	1
3	10059292	10059342	211	1	1	1
3	10059379	10059441	212	1	2	2.25
3	10059480	10059530	213	1	1	1
3	10059829	10059879	214	1	1	1
3	10059921	10060017	215	1	2	2.25
3	10060162	10060212	216	1	1	1
3	10060259	10060387	217	1	3	4
3	10060417	10060490	218	1	4	5
3	10060513	10060606	219	1	6	6
3	10060651	10060714	220	8	31	18.6845
3	10060756	10060952	221	2	28	0.0888889
3	10060959	10061009	222	1	1	1
3	10061393	10061451	223	1	16	18
3	10061616	10061750	224	2	24	0.171808
3	10061795	10061868	225	1	2	2.25
3	10062290	10062340	226	1	1	1
3	10062454	10062504	227	1	1	1
3	10062518	10062571	228	2	2	2.25
3	10062582	10062632	229	1	1	1
3	10062764	10062883	230	1	4	5
3	10063075	10063125	231	1	1	1
3	10063125	10063183	232	2	2	2.25
3	10063498	10063617	233	1	5	6
3	10063621	10063691	234	1	2	2.25
3	10064366	10064416	235	1	1	1
3	10064790	10064840	236	1	1	1
3	10065028	10065078	237	1	1	1
3	10065705	10065772	238	1	11	12
3	10065925	10066066	239	1	10	11
3	10066103	10066183	240	1	2	2.25
3	10066185	10066235	241	1	1	1
3	10066471	10066604	242	1	4	5
3	10066745	10066896	243	1	12	12
3	10067176	10067226	244	1	1	1
3	10067232	10067305	245	1	3	4
3	10067318	10067368	246	1	1	1
3	10067757	10067957	247	1	11	12
3	10068049	10068150	248	2	5	6
3	10068381	10068483	249	1	3	4
3	10068491	10068567	250	1	2	2.25
3	10068572	10068668	251	1	3	4
3	10069054	10069104	252	1	1	1
3	10069344	10069412	253	2	2	2.25
3	10069793	10069877	254	1	3	4
3	10069910	10070020	255	1	3	4
3	10070143	10070235	256	1	3	4
3	10070259	10070309	257	1	1	1
3	10070348	10070398	258	1	1	1
3	10070470	10070520	259	1	1	1
3	10070720	10070770	260	1	1	1
3	10071101	10071193	261	1	6	6
3	10071483	10071533	262	1	1	1
3	10071704	10071754	263	1	1	1
3	10071794	10071859	264	1	2	2.25
3	10072029	10072079	265	1	1	1
3	10072148	10072220	266	1	4	4
3	10072280	10072332	267	1	2	2.25
3	10072350	10072423	268	1	3	4
3	10072934	10073009	269	2	4	4.33333
3	10073099	10073191	270	1	2	2.25
3	10073834	10073932	271	1	13	12
3	10074440	10074490	272	1	1	1
3	10074609	10074659	273	1	1	1
3	10075640	10075690	274	1	1	1
3	10075778	10075828	275	1	1	1
3	10075854	10075981	276	1	5	6
3	10076206	10076417	277	1	24	15
3	10076708	10076758	278	1	1	1
3	10076779	10077225	279	1	34	0.0874317
3	10077311	10077361	280	1	1	1
3	10077617	10077982	281	1	38	0.0833333
3	10078010	10078060	282	1	1	1
3	10078242	10078292	283	1	1	1
3	10078650	10078734	284	1	2	2.25
3	10079220	10079298	285	1	3	4
3	10079470	10079520	286	1	1	1
3	10079836	10079897	287	1	8	7
3	10080430	10080517	288	1	3	4
3	10080542	10080828	289	1	17	17
3	10080839	10080903	290	1	2	2.25
3	10081235	10081383	291	1	7	8
3	10081469	10081540	292	1	2	2.25
3	10081586	10081636	293	1	1	1
3	10081731	10081827	294	1	8	6
3	10081839	10081950	295	1	5	6
3	10081965	10082083	296	1	4	5
3	10082122	10082192	297	1	2	2.25
3	10082202	10082446	298	1	16	15
3	10082502	10082552	299	1	1	1
3	10082556	10082607	300	1	2	2.25
3	10082748	10082864	301	1	6	7
3	10083039	10083099	302	1	2	2.25
3	10083595	10083645	303	1	1	1
3	10084092	10084166	304	1	2	2.25
3	10084220	10084282	305	1	2	2.25
3	10084323	10084373	306	1	1	1
3	10084452	10084564	307	1	3	4
3	10084920	10084970	308	1	1	1
3	10085244	10085294	309	1	1	1
3	10085357	10085610	310	1	18	0.0522876
3	10085711	10085838	311	1	5	6
3	10085872	10085942	312	1	2	2.25
3	10086030	10086354	313	1	25	0.1
3	10086356	10086641	314	1	19	20
3	10086668	10086753	315	1	4	4
3	10086762	10087072	316	1	27	0.0806452
3	10087218	10087346	317	1	6	7
3	10087619	10087669	318	1	1	1
3	10087778	10087924	319	2	5	6
3	10088049	10088308	320	6	29	0.128639
3	10088308	10088389	321	1	2	2.25
3	10088410	10088526	322	1	3	4
3	10088527	10088599	323	1	2	2.25
3	10088800	10089708	324	1	109	0.119217
3	10089756	10089806	325	1	1	1
3	10089807	10089857	326	1	1	1
3	10089913	10090010	327	1	6	6
3	10090132	10090182	328	1	1	1
3	10090305	10090448	329	1	5	6
3	10090467	10090517	330	1	1	1
3	10090730	10090780	331	1	1	1
3	10090786	10090836	332	1	1	1
3	10090992	10091042	333	1	1	1
3	10091587	10091637	334	1	1	1
3	10091675	10091957	335	1	21	21
3	10091977	10092027	336	1	2	2
3	10092057	10092152	337	1	3	4
3	10092363	10092413	338	1	1	1
3	10092596	10092646	339	1	1	1
3	10093106	10093156	340	1	1	1
3	10093443	10093597	341	1	8	9
3	10094532	10094582	342	1	1	1
3	10094634	10094684	343	1	1	1
3	10094710	10094760	344	1	1	1
3	10095049	10095230	345	1	9	10
3	10095718	10095768	346	1	1	1
3	10095857	10095907	347	1	1	1
3	10095908	10096038	348	1	11	12
3	10096067	10096133	349	1	7	7
3	10096287	10096337	350	1	1	1
3	10096418	10096473	351	1	2	2.25
3	10096518	10096568	352	1	1	1
3	10096664	10096714	353	1	1	1
3	10097126	10097223	354	1	3	4
3	10097637	10097852	355	1	12	0.078125
3	10098055	10098148	356	1	2	2.25
3	10098260	10098348	357	1	2	2.25
3	10098894	10098944	358	1	1	1
3	10098987	10099037	359	1	1	1
3	10099572	10099736	360	1	8	9
3	10099870	10100058	361	2	6	7
3	10100393	10100445	362	1	2	2.25
3	10101012	10101145	363	1	11	9
3	10101375	10101450	364	1	2	2.25
3	10101515	10101688	365	1	6	7
3	10101863	10101913	366	1	1	1
3	10102025	10102075	367	1	1	1
3	10102485	10102535	368	1	1	1
3	10102746	10102803	369	1	3	4
3	10103279	10103367	370	1	2	2.25
3	10103394	10103480	371	1	4	5
3	10103743	10103793	372	1	1	1
3	10103812	10103862	373	1	1	1
3	10104909	10104959	374	1	1	1
3	10105335	10105573	375	2	19	0.132479
3	10105606	10105656	376	1	1	1
3	10105770	10105820	377	1	1	1
3	10105822	10105872	378	1	1	1
3	10105931	10106011	379	1	4	4
3	10106179	10106799	380	5	308	0.28597
3	10106819	10107099	381	1	102	42
3	10107129	10107179	382	1	1	1
3	10107210	10107310	383	1	4	5
3	10107321	10107405	384	1	2	2.25
3	10107485	10107556	385	1	6	6
3	10107617	10107667	386	1	1	1
3	10108294	10108487	387	1	12	13
3	10108508	10108630	388	1	4	4
3	10108691	10108855	389	2	10	10
3	10108914	10108980	390	1	7	6
3	10109124	10109174	391	1	1	1
3	10109217	10109267	392	1	1	1
3	10109267	10109398	393	1	9	10
3	10109643	10109736	394	1	3	4
3	10109747	10109797	395	1	1	1
3	10109818	10109940	396	1	4	5
3	10110205	10110288	397	1	2	2.25
3	10110322	10110464	398	1	7	7
3	10110735	10110788	399	1	2	2.25
3	10110810	10110887	400	1	6	7
3	10110942	10111204	401	1	24	24
3	10111295	10111476	402	1	16	14
3	10111480	10111556	403	1	2	2.25
3	10111577	10111726	404	1	6	7
3	10111758	10111846	405	1	8	9
3	10111850	10111936	406	1	2	2.25
3	10111956	10112006	407	1	1	1
3	10112037	10112215	408	1	8	0.0510204
3	10113005	10113117	409	1	4	5
3	10113390	10113473	410	1	2	2.25
3	10113579	10113677	411	1	3	4
3	10113797	10113847	412	1	1	1
3	10114878	10114928	413	1	1	1
3	10115206	10115256	414	1	1	1
3	10115809	10115897	415	1	3	4
3	10115908	10115969	416	1	2	2.25
3	10116438	10116824	417	9	221	0.377554
3	10117357	10117407	418	1	1	1
3	10117437	10117489	419	2	3	4
3	10117710	10117800	420	1	6	7
3	10117823	10117873	421	1	1	1
3	10117990	10118040	422	1	1	1
3	10118043	10118144	423	1	3	4
3	10118259	10118465	424	5	28	0.149607
3	10118869	10119009	425	1	5	6
3	10119468	10119555	426	1	3	4
3	10119605	10119655	427	1	1	1
3	10119775	10119825	428	1	1	1
3	10120028	10120078	429	1	1	1
3	10120249	10120423	430	1	11	11
3	10120446	10120520	431	1	5	5
3	10120523	10120573	432	1	1	1
3	10120977	10121049	433	1	2	2.25
3	10121176	10121226	434	1	1	1
3	10121284	10121334	435	1	1	1
3	10121382	10121442	436	1	2	2.25
3	10121502	10121560	437	1	2	2.25
3	10121901	10122130	438	1	17	18
3	10122525	10122796	439	1	26	0.0620155
3	10122842	10122925	440	1	3	4
3	10122972	10123029	441	1	3	4
3	10123083	10123174	442	1	2	2.25
3	10123319	10123382	443	1	3	3.75
3	10123647	10123735	444	1	2	2.25
3	10124007	10124057	445	1	1	1
3	10124115	10124258	446	1	14	14
3	10124267	10124317	447	1	1	1
3	10124349	10124503	448	2	7	0.0565476
3	10124511	10124704	449	1	17	18
3	10124873	10124961	450	1	5	6
3	10125077	10125128	451	1	3	3.75
3	10125267	10125317	452	1	1	1
3	10125384	10125502	453	1	5	0.0238095
3	10125636	10125718	454	1	3	4
3	10126033	10126135	455	1	4	5
3	10126231	10126338	456	1	3	4
3	10126372	10126442	457	1	2	2.25
3	10126543	10126615	458	1	3	4
3	10126896	10127061	459	1	11	12
3	10127078	10127237	460	1	6	7
3	10127319	10127403	461	1	3	4
3	10127460	10127510	462	1	1	1
3	10127605	10127655	463	1	1	1
3	10127816	10127866	464	1	1	1
3	10128176	10128228	465	1	4	5.25
3	10128237	10128289	466	1	2	2.25
3	10128385	10128440	467	1	2	2.25
3	10128518	10128623	468	1	5	6
3	10128625	10129356	469	1	82	0.115789
3	10129412	10129536	470	1	7	8
3	10129541	10129835	471	1	20	21
3	10129910	10130032	472	1	3	4
3	10130041	10130096	473	1	4	5
3	10130236	10130286	474	1	1	1
3	10130372	10130552	475	1	10	11
3	10130559	10130609	476	1	1	1
3	10130755	10131218	477	1	34	34
3	10131525	10131575	478	1	1	1
3	10131820	10131870	479	1	1	1
3	10132021	10132095	480	1	3	4
3	10132387	10132449	481	1	2	2.25
3	10132505	10132728	482	3	23	0.134698
3	10132750	10132800	483	1	1	1
3	10132810	10132860	484	1	1	1
3	10132875	10132925	485	1	1	1
3	10133021	10133120	486	1	4	5
3	10133328	10133378	487	1	1	1
3	10133931	10133981	488	1	1	1
3	10134149	10134274	489	1	14	0.107143
3	10134428	10134549	490	1	5	0.030303
3	10134683	10134796	491	2	5	0.185592
3	10134800	10134850	492	1	1	1
3	10135362	10135476	493	1	4	5
3	10135831	10135990	494	1	7	8
3	10136286	10136336	495	1	1	1
3	10136765	10136815	496	1	1	1
3	10137172	10137222	497	1	1	1
3	10137314	10137450	498	2	12	0.177151
3	10137810	10137887	499	1	2	2.25
3	10138079	10138156	500	1	2	2.25
3	10138504	10138569	501	1	2	2.25
3	10138840	10138892	502	1	3	4
3	10138991	10139174	503	1	20	0.181818
3	10139175	10139443	504	1	23	21
3	10139963	10140013	505	1	1	1
3	10140305	10140355	506	1	1	1
3	10140393	10140462	507	1	2	2.25
3	10140470	10140520	508	1	1	1
3	10140758	10140956	509	1	6	7
3	10141416	10141516	510	1	4	5
3	10141668	10141765	511	2	10	10
3	10142070	10142417	512	1	28	0.0724638
3	10142422	10142504	513	1	3	0.0454545
3	10143036	10143098	514	1	2	2.25
3	10143355	10143424	515	1	2	2.25
3	10143751	10144006	516	1	25	25
3	10144084	10144134	517	1	1	1
3	10144912	10144962	518	1	1	1
3	10145111	10145161	519	1	1	1
3	10145220	10145378	520	3	14	0.142593
3	10145437	10145487	521	1	1	1
3	10145521	10145571	522	1	1	1
3	10145589	10145639	523	1	1	1
3	10145652	10145702	524	1	1	1
3	10145734	10145895	525	1	14	15
3	10145973	10146023	526	1	1	1
3	10146059	10146109	527	1	1	1
3	10146207	10146287	528	1	2	2.25
3	10146308	10146358	529	1	1	1
3	10146519	10146569	530	1	1	1
3	10146652	10146748	531	1	4	5
3	10146748	10147203	532	3	41	0.0676768
3	10147295	10147345	533	1	1	1
3	10147357	10147476	534	1	5	6
3	10148385	10148446	535	1	5	5
3	10148509	10148599	536	1	7	6
3	10148837	10148887	537	1	1	1
3	10148958	10149049	538	2	12	8.53333
3	10149097	10149191	539	2	17	0.892857
3	10149226	10149384	540	2	6	0.0742064
3	10149441	10149491	541	1	1	1
3	10149497	10149562	542	1	3	3
3	10149796	10149853	543	1	2	2.25
3	10149875	10149925	544	1	1	1
3	10149959	10150032	545	1	2	2.25
3	10150057	10150291	546	2	14	0.119778
3	10150350	10150419	547	1	2	2.25
3	10150516	10150570	548	1	2	2.25
3	10150767	10150887	549	1	4	5
3	10151078	10151147	550	1	2	2.25
3	10151339	10151389	551	1	1	1
3	10151584	10151654	552	1	2	2.25
3	10151681	10151731	553	1	1	1
3	10151788	10151838	554	1	1	1
3	10151947	10152041	555	1	7	8
3	10152179	10152229	556	1	1	1
3	10152358	10152408	557	1	1	1
3	10153208	10153262	558	1	2	2.25
3	10153556	10153621	559	1	2	2.25
3	10154509	10154559	560	1	1	1
3	10154704	10154754	561	1	1	1
3	10154908	10154974	562	1	3	4
3	10155466	10155588	563	2	7	8
3	10155607	10155690	564	1	5	6
3	10156031	10156081	565	1	1	1
3	10156082	10156164	566	1	2	2.25
3	10156167	10156325	567	2	6	7
3	10156609	10156719	568	1	4	5
3	10156757	10156997	569	1	23	24
3	10157043	10157093	570	1	1	1
3	10157143	10157280	571	1	4	5
3	10157502	10157666	572	1	8	0.0526316
3	10157849	10158023	573	1	10	11
3	10158034	10158095	574	1	2	2.25
3	10158127	10158184	575	1	2	2.25
3	10158260	10158318	576	1	2	2.25
3	10158772	10158822	577	1	1	1
3	10158940	10159264	578	3	56	0.1
3	10159268	10159318	579	1	1	1
3	10159424	10159474	580	1	1	1
3	10159484	10159587	581	1	17	17
3	10159599	10159676	582	1	5	6
3	10159677	10159749	583	1	2	2.25
3	10159834	10159884	584	1	1	1
3	10159892	10159982	585	1	6	7
3	10159997	10160064	586	1	3	4
3	10160089	10160297	587	2	17	0.113148
3	10160297	10160442	588	1	25	21
3	10160477	10160557	589	1	6	7
3	10160604	10160654	590	1	1	1
3	10160767	10161002	591	1	68	45
3	10161009	10161060	592	1	2	2.25
3	10161282	10161459	593	1	7	0.0289855
3	10161756	10161843	594	1	33	23
3	10161858	10161908	595	1	1	1
3	10162211	10162270	596	1	2	2.25
3	10162527	10162577	597	1	1	1
3	10162737	10163009	598	2	14	0.119488
3	10163045	10163163	599	1	4	5
3	10163187	10163237	600	1	1	1
3	10163261	10163381	601	1	4	5
3	10163934	10164015	602	1	3	4
3	10165136	10165271	603	1	7	7
3	10165405	10165570	604	2	12	0.0680272
3	10165576	10165661	605	2	5	0.0904762
3	10165856	10165985	606	1	20	17
3	10166253	10166315	607	1	3	4
3	10166413	10166463	608	1	1	1
3	10166742	10166793	609	1	3	3.75
3	10166864	10166932	610	2	12	10
3	10167133	10167285	611	2	5	6
3	10167780	10167830	612	1	1	1
3	10168277	10168327	613	1	1	1
3	10168330	10168955	614	2	96	0.152581
3	10169084	10169134	615	1	1	1
3	10169408	10169458	616	1	1	1
3	10169577	10169627	617	1	1	1
3	10169782	10169880	618	1	9	9
3	10169906	10169956	619	1	1	1
3	10170388	10170438	620	1	1	1
3	10170444	10170494	621	1	1	1
3	10170511	10170632	622	1	7	8
3	10170749	10170799	623	1	1	1
3	10170803	10170919	624	1	10	9
3	10171151	10171366	625	1	16	0.0465116
3	10171487	10171640	626	1	26	19
3	10171679	10171985	627	1	93	52
3	10172012	10172062	628	1	1	1
3	10172092	10172142	629	1	1	1
3	10172182	10172252	630	2	10	9.66667
3	10172515	10172574	631	1	2	2.25
3	10173393	10173519	632	1	5	6
3	10173714	10173774	633	1	2	2.25
3	10174203	10174289	634	1	2	2.25
3	10174927	10175028	635	1	5	6
3	10175654	10175704	636	1	1	1
3	10175780	10175830	637	1	1	1
3	10175969	10176019	638	1	1	1
3	10176080	10176150	639	1	3	4
3	10176173	10176236	640	2	5	6
3	10176248	10176298	641	1	1	1
3	10176625	10176692	642	1	2	2.25
3	10176767	10176841	643	1	3	4
3	10177051	10177260	644	1	8	9
3	10177813	10177863	645	1	1	1
3	10177917	10178100	646	1	12	12
3	10178754	10178806	647	1	2	2.25
3	10178954	10179004	648	1	1	1
3	10179036	10179086	649	1	1	1
3	10179258	10179343	650	2	24	20.7143
3	10179519	10179570	651	1	2	2.25
3	10180050	10180218	652	1	5	6
3	10180228	10180278	653	1	1	1
3	10180934	10180984	654	1	1	1
3	10181104	10181156	655	1	2	2.25
3	10182178	10182228	656	1	1	1
3	10182555	10182653	657	1	2	2.25
3	10182733	10182783	658	1	1	1
3	10182797	10182847	659	1	1	1
3	10183495	10183590	660	1	2	2.25
3	10183713	10183915	661	1	15	15
3	10183957	10184007	662	1	1	1
3	10184141	10184191	663	1	1	1
3	10184221	10184271	664	1	1	1
3	10184449	10184602	665	1	24	22
3	10184617	10184944	666	2	36	0.119096
3	10185166	10185216	667	1	1	1
3	10185956	10186006	668	1	1	1
3	10186067	10186141	669	1	2	2.25
3	10186141	10186191	670	1	1	1
3	10186206	10186256	671	1	1	1
3	10186259	10186364	672	1	3	4
3	10186583	10186633	673	1	1	1
3	10186791	10186958	674	1	18	17
3	10187022	10187072	675	1	1	1
3	10187143	10187195	676	1	2	2.25
3	10187275	10187325	677	1	1	1
3	10187357	10187661	678	2	18	0.0662642
3	10187950	10188000	679	1	1	1
3	10188040	10188090	680	1	1	1
3	10188099	10188188	681	1	2	2.25
3	10188369	10188419	682	1	1	1
3	10188428	10188513	683	2	3	4
3	10188551	10188601	684	1	1	1
3	10188608	10188677	685	1	2	2.25
3	10188741	10188846	686	1	3	4
3	10188860	10189027	687	1	12	13
3	10189221	10189422	688	2	10	0.0441468
3	10189429	10189501	689	1	3	4
3	10190124	10190174	690	1	1	1
3	10190604	10190680	691	1	3	4
3	10190688	10190772	692	1	2	2.25
3	10190801	10190917	693	1	7	7
3	10191094	10191187	694	1	2	2.25
3	10191461	10191543	695	1	2	2.25
3	10191735	10191785	696	1	1	1
3	10191959	10192009	697	1	1	1
3	10192071	10192121	698	1	1	1
3	10192365	10192464	699	1	2	2.25
3	10192852	10192963	700	1	3	4
3	10193212	10193320	701	1	3	4
3	10193522	10193814	702	1	9	10
3	10194270	10194395	703	1	8	9
3	10194961	10195014	704	1	3	3
3	10195051	10195123	705	1	2	2.25
3	10195173	10195250	706	1	3	4
3	10195359	10195409	707	1	1	1
3	10195500	10195550	708	1	1	1
3	10195819	10195869	709	1	1	1
3	10196546	10196596	710	1	1	1
3	10196793	10196843	711	1	1	1
3	10197034	10197224	712	1	8	8
3	10197362	10197412	713	1	1	1
3	10197717	10197869	714	1	12	13
3	10197923	10197973	715	1	1	1
3	10198107	10198157	716	1	1	1
3	10198173	10198358	717	1	6	7
3	10198629	10198740	718	1	3	4
3	10198743	10198803	719	1	3	4
3	10198842	10198950	720	1	4	5
3	10198972	10199022	721	1	1	1
3	10199207	10199257	722	1	1	1
3	10199543	10199593	723	1	1	1
3	10199660	10199780	724	1	4	5
3	10199780	10199928	725	1	13	13
3	10199949	10200028	726	1	2	2.25
3	10201090	10201140	727	1	1	1
3	10201171	10201221	728	1	1	1
3	10201547	10201597	729	1	1	1
3	10201617	10201667	730	1	1	1
3	10201801	10201851	731	1	1	1
3	10201876	10201939	732	1	2	2.25
3	10202067	10202231	733	1	9	9
3	10202333	10202392	734	1	2	2.25
3	10202716	10202796	735	1	2	2.25
3	10202877	10202936	736	1	2	2.25
3	10203056	10203136	737	1	3	4
3	10203150	10203200	738	1	1	1
3	10203353	10203498	739	1	9	10
3	10203500	10203550	740	1	1	1
3	10204783	10204994	741	1	19	16
3	10205396	10205446	742	1	1	1
3	10205765	10205815	743	1	1	1
3	10205954	10206110	744	3	9	0.0637191
3	10206676	10206730	745	2	3	4
3	10206757	10206807	746	1	1	1
3	10206880	10206930	747	1	1	1
3	10207052	10207112	748	1	2	2.25
